text,actual,predicted
list c a e l c n o c ng ch c ss onl thui ss l host i,0,1
so how s the new gphone i guess i should have signed up to go to google io after all,0,1
haha with things that are bad for me and my body get one i can t seem to stop getting them how was your party,1,0
work 10 3 then who knows if it s nice this evening maybe yardwork,0,1
omg the world is overrrr my bberry is dying aaahhhh and i m the movies hopefully next day air will keep me entertained brb yall,0,1
awww the wee gril in britains got talent,0,1
there is hope on the playwrights horizon but still no place to lay my head at night,0,1
packing getting ready to move,0,1
it s been a year today since my teacher mrs good died in loving memory of mrs good,0,1
morning people the sun is shining but i have to work so no sunbathing for me today,0,1
your most def invited got your bathing suit ready two piece only tho dear,1,0
made a list of all the hollywood chicks i like thay all look the same,0,1
is getting quite upset about the fact she s growing out of disney channel though i still adore debby ryan d,0,1
haaaaaaaaay i m hungry,1,0
now have a nice week off to catch up on life in general before starting the next one ugh i might not think about that,1,0
you have swine flu i hope you get better and when you do i ll be waiting for that video,0,1
avoid parking all together by parachuting in you can even make some extra money by dragging an advertising banner with you,1,0
still prefers facebook even tho it s becoming more of a gaming site,0,1
shifted again to a new house settling in aches n pains all over how do we manage to gather so much of stuff,1,0
working on a home made shelf for my books sanding cutting,1,0
another really hot day wont be on as much be out sunning myself p,1,0
dam just got update dark keys wgged out the phone,1,0
susan something iirc have to say i feel the same about the cars just don t get it or any sport for that matter,1,0
same with me,0,1
i don t want to go to bed i want to do something fun,1,0
fineeeeeee,0,1
last movie night in il i think i have watched more movies the past two weeks than i have in one year,0,1
i pass my exam and really thankgod for that but idk where will i go for shs my result is ah so embrassing,0,1
all i do is work work work work work lol,1,0
says sorry dudes and dudets wasnt able to tweet my self for about 3 weeks cuz of ma exams lol but now im back,1,0
okay i can t sleep i guess i ll just do zen cha before yoga so i can meditate and not sleep lol,0,1
chance wont go back to sleep so i m rocking him,1,0
saw 2 ladies whose car had run out of gas dh pushed them off road then we went to get them gas love my dh so kind,1,0
passed theory test yuss,1,0
i found internet in the middle of nowhere via zenjar,1,0
wat bout the old ones,0,1
playing lemonade tycoon i love that game i cant really sleep though but it s okay because i dont have school anymore,1,0
i m feeling better already,1,0
where s the sunshine,0,1
text me please,0,1
yess ahhh,0,1
anyone been subscribed to sub sub vice yoof webmail platform they ve got a big interview with julie burchill but spelt her surname wrong,0,1
just finished my english project now bed wake up in two hours,0,1
was a nightmare getting outta that mud,1,0
hoping i can get some decent sleep tonight since i didn t get any worth shittt last night goodnight world xoxo,0,1
probably no playing this week,0,1
just like spam someone must be following back the girls in bikini s amp people advertising quot make millions on twitter quot,0,1
home and tired as hell need a massage,1,0
oh i will be,1,0
no lol just went through a hard circumstance last night and yea,0,1
twitter sucks i can t follow my new friends see we got the same problem with new technology,0,1
gonna do the english now and well for ict there s not much you can do really,1,0
they must have read my tweet,0,1
me too,0,1
we are too money,1,0
yeah and that s how such a useful tool like twitter great links great conversations iranelection will die eventually,0,1
god im so angry well im not god y i dont even care tho so its all good i really want geys anatomy on dvd thatd be gr8 so gr8,1,0
its summer and 41 degrees outside morning damn mother nature and her climate yay for indoor people,1,0
revised plan rush jason s home,0,1
i almost puked this morning but that was cuz i m not a morning person,1,0
i need to get some work done today no time to relax,0,1
nopee it dnt annoy me,1,0
six figure jobs you don t need a college degree for via,1,0
just got finished cleaning i m wore out,0,1
about to watch a horror film with my dad he says we need some father daughter bonding uhhh i dont think so,1,0
it s your pig rub it your way,1,0
my father asked me to tweet to you that he worked with p c merrill,1,0
shadii hace a os que no tweeteas love youu and miss you,1,0
just got a 125 phone bill auch 114 worth of texts pretty sure it s my new record,0,1
i ll be thereeee i swear en otros asuntoos viendo friends,0,1
it s because finished the recordings,0,1
waking up to my 16th birthday i ll officially be 16 10 45am can t wait rolls eyes,0,1
keep me updated as i can t make it now,0,1
i have paint where you wouldnt think it possible to have paint oh dear time for a long soak in the bath methinks,0,1
if you havent go go go to,1,0
did the interview not go well then,0,1
i m bored but i may get dunkin donuts,1,0
heeey did you come to london with jb kept an eye out for you at wembley but couldnt see you lyl x,0,1
cleaning the greyhound bus station yay,0,1
im bored anyone wanna chill text meee,1,0
you are late that was yesterday,1,0
mymaths revision today hope you all watched bgt last night wow dec s face when simon promised holly she d have another go at it o,1,0
ack you re chair shouldn t cause you pain chairs are here to cause the elders pain,1,0
everyone looks like that on the bus be glad that you don t fit in with the public transportation scene,1,0
and now i have to go to work hope your morning pans out better,0,1
wants a bunny rabbit,1,0
ok i gtg i need to sleep eventhough tomorrow still holidays now 11 24pm so bye2 i love you,1,0
wolverine enemy of the state ultimate collection if only my money had been deposited,0,1
o get a sound proof bunk ahahaha dumb brothers,0,1
yip that would be a sign that you ve been on the dodgy sites jo eish boet it ain t cool,1,0
if u and ur hubby venture to socal well take u out and it doesn t hve to be all the queer stuff lol,1,0
you ll hv to wait ages waiting 10 weeks so far,0,1
hey you should be the ambassador ess of fine us dining places all your food pics always mouthwatering ggrrr foods here suck,0,1
this is pointless nothing facebook cant offer me,0,1
is the sulky pigeon of the duo,1,0
good morning y all thinkin that i have start to study,0,1
there are 6 people coming to my birthday dinner i wish i could add 5 more people to that list,0,1
breaking news indeed and coming this summer,1,0
bit down today,0,1
wow i am now officially hungry,1,0
